wordpad,2796,55.546875,0.015076923076923076
Procmon,4760,4.19557440,0.0007692307692307692
onenoteim,1328,62.67578125,0.02353846153846154
SkypeApp,5548,7704576,0.014769230769230769
chrome,1200,26.79296875,0.008153846153846154




